,Location,Price,Name,Date,Feature0,Feature1,Feature3,Feature2
573,"02, Đường Võ Quảng, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng","1,6 triệu/tháng- 16 m2",Phòng trọ Quận Cẩm Lệ,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 16 m²,,
574,"Thanh Lương 29, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng","2,2 triệu/tháng- 30 m2",Cho thuê phòng trọ thoáng mát. sạch sẽ 30m2,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 30 m²,,Tình trạng nội thất: Nhà trống
575,"Bàu Năng 3, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng","1,8 triệu/tháng- 30 m2",Tôi cho thuê phỏng trọ Bàu Năng 3- Hoà Minh,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 30 m²,Số tiền cọc: 500.000 đ,
576,"đá mọc 5, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",2 triệu/tháng- 28 m2,phòng mặt tiền,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 28 m²,Số tiền cọc: 1.000.000 đ,
577,"Đường Khuê Mỹ Đông 15, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng","3,5 triệu/tháng- 40 m2",Cho thuê căn hộ giá rẻ,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 40 m²,,
578,"461, Đường Nguyễn Phước Nguyên, Phường An Khê, Quận Thanh Khê, Đà Nẵng","1,4 triệu/tháng- 18 m2","Phòng sạch sẽ, có laphông, toilet riêng, free wifi",Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 18 m²,Số tiền cọc: 500.000 đ,
579,"243/6, Trường Chinh, Phường An Khê, Quận Thanh Khê, Đà Nẵng","1,5 triệu/tháng- 30 m2",Phòng trung tâm,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 30 m²,Số tiền cọc: 1.000.000 đ,Tình trạng nội thất: Nhà trống
580,"B2-84, Nguyễn Phước Lan, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng","2,3 triệu/tháng- 33 m2",Phòng trọ 33m2 đường Nguyễn Phước Lan,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 33 m²,Số tiền cọc: 200 đ,Tình trạng nội thất: Nội thất đầy đủ
581,"Đường Bàu Hạc 2, Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng","1,5 triệu/tháng- 25 m2",phòng an ninh sạch sẽ,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 25 m²,Số tiền cọc: 100.000 đ,Tình trạng nội thất: Nhà trống
582,"Lê Thương, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng","1,4 triệu/tháng- 18 m2","Còn 2 phòng trống gần khu CN Hoà Khánh, Gần Daiwa",Tin môi giới đăng 1 tháng trước,Cho thuê,Diện tích: 18 m²,Số tiền cọc: 500.000 đ,Tình trạng nội thất: Nhà trống
583,"Thanh Vinh, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",2 tỷ/tháng- 185 m2,Bán Gấp dãy 9 phòng trọ KCN Hòa Khánh-Trtâm-Giá rẻ,Tin môi giới đăng 1 tháng trước,Cho thuê,Diện tích: 185 m²,,
584,"Hoàng Diệu, Phường Bình Thuận, Quận Hải Châu, Đà Nẵng",1 triệu/tháng- 20 m2,Phòng trọ nhà mặt tiền chung chủ thoải mái vui vẻ,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 20 m²,,
585,"Hồ Sỹ Phấn, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng",2 triệu/tháng- 20 m2,Phòng trọ rẻ đầy đủ tiện nghi. xách vali vào thôi,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 20 m²,Số tiền cọc: 500.000 đ,Tình trạng nội thất: Nội thất đầy đủ
586,"K22, Đặng Thái Thân, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",1 triệu/tháng- 30 m2,Cho thuê nhà trọ,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 30 m²,Số tiền cọc: 500.000 đ,Tình trạng nội thất: Nhà trống
587,"Đường Đỗ Đăng Tuyển, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng","1,5 triệu/tháng- 16 m2",Cho thuê phòng trọ tại Khuê Trung,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 16 m²,Số tiền cọc: 1.000.000 đ,Tình trạng nội thất: Nhà trống
588,"Đường Lương Ngọc Quyến, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng",900.000 đ/tháng- 12 m2,Phòng trọ đối diện chợ Đống Đa Đà Nẵng,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 12 m²,Số tiền cọc: 500.000 đ,
589,"SỐ 10, nguyễn phi khanh, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",2 triệu/tháng- 25 m2,CHO THUÊ NHÀ TRỌ MẶT TIỀN,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 25 m²,Số tiền cọc: 2.000.000 đ,Tình trạng nội thất: Nhà trống
590,"Hải Phòng, Phường Tân Chính, Quận Thanh Khê, Đà Nẵng",500.000 đ/tháng- 17 m2,CẦN CHO NỮ THUÊ Ở GHÉP,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 17 m²,,
591,"17, Cẩm Nam 4, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",2 triệu/tháng- 20 m2,"Mặt tiền phòng trọ đường 5,5m sau bv Y học dân tộc",Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 20 m²,Số tiền cọc: 500.000 đ,Tình trạng nội thất: Nhà trống
592,"92, Đinh Tiên Hoàng, Phường Tam Thuận, Quận Thanh Khê, Đà Nẵng","2,5 triệu/tháng- 30 m2","Phòng trọ quận Thanh Khê, Đà Nẵng",Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 30 m²,Số tiền cọc: 200.000 đ,
593,"Nguyễn Minh Chấn, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng","5,5 tỷ/tháng- 445 m2",Bán dãy trọ 5 tầng sát ĐH Duy Tân,Tin môi giới đăng 2 tháng trước,Cho thuê,Diện tích: 445 m²,,Tình trạng nội thất: Nhà trống
594,"Đường Đặng Nhữ Lâm, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng","1,7 triệu/tháng- 25 m2",Phòng Trọ Thọ Quang 25m2,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 25 m²,Số tiền cọc: 1.000.000 đ,Tình trạng nội thất: Nhà trống
595,"Đường Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng","2,5 triệu/tháng- 25 m2",Cho thuê phòng đường hà huy tập,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 25 m²,Số tiền cọc: 2.500.000 đ,
596,"554/9, Đường Điện Biên Phủ, Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng","1,4 triệu/tháng- 20 m2",Phòng trọ cao cấp giá rẻ ( chỉ cho nữ),Tin môi giới đăng 2 tháng trước,Cho thuê,Diện tích: 20 m²,,
597,"Trung Nghĩa 9, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng","1,5 triệu/tháng- 15 m2",Cho thuê phòng trọ gần chợ Hoà Mỹ và bến xe TP.ĐN,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 15 m²,Số tiền cọc: 500.000 đ,Tình trạng nội thất: Nhà trống
598,"Đường Nguyễn Đình Chiểu, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng","1,3 triệu/tháng- 25 m2",Cần nữ ở ghép chung căn hộ.,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 25 m²,Số tiền cọc: 1.300.000 đ,Tình trạng nội thất: Nội thất đầy đủ
599,"Nam Kỳ Khởi Nghĩa, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",800.000 đ/tháng- 16 m2,Thuê trọ khu FPT Complex,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 16 m²,Số tiền cọc: 200.000 đ,Tình trạng nội thất: Nội thất đầy đủ
600,"Đường Tô Hiệu, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng","1,6 triệu/tháng- 35 m2",Phòng trọ Quận Liên Chiểu 35m²,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 35 m²,Số tiền cọc: 1.000.000 đ,Tình trạng nội thất: Nội thất đầy đủ
601,"101, Nguyễn Mậu Tài, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng","2,5 triệu/tháng- 25 m2",Căn hộ mới đẹp đủ tiện nghi giá rẻ Cẩm Lệ,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 25 m²,Số tiền cọc: 1.000.000 đ,Tình trạng nội thất: Nội thất đầy đủ
602,"Đường Trần Cao Vân, Phường Tam Thuận, Quận Thanh Khê, Đà Nẵng","1,5 triệu/tháng- 14 m2","Cho thuê phòng trọ 272/6B Trần Cao Vân, Đà Nẵng. P",Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 14 m²,Số tiền cọc: 500.000 đ,
603,"Nguyễn Duy Trinh, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng","1,2 triệu/tháng- 20 m2",Cho thuê phòng trọ,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 20 m²,Số tiền cọc: 1.200.000 đ,Tình trạng nội thất: Nhà trống
604,"Điện Biên Phủ, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng","2,5 triệu/tháng- 20 m2",Phòng cho thuê,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 20 m²,Số tiền cọc: 2.500.000 đ,Tình trạng nội thất: Nội thất cao cấp
605,"Bùi Chát, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng","2,35 tỷ/tháng- 130 m2",Dãy phòng trọ dt lớn /130m2 /hòa khánh bắc .,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 130 m²,,Tình trạng nội thất: Nội thất đầy đủ
606,"tân phú 2, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng","1,8 triệu/tháng- 20 m2",PHÒNG TRỌ GIÁ RẺ GẦN BIỂN-TÂN PHÚ 2,Tin môi giới đăng 2 tháng trước,Cho thuê,Diện tích: 20 m²,Số tiền cọc: 1.800.000 đ,
607,"k107, Đường Nguyễn Phước Nguyên, Phường An Khê, Quận Thanh Khê, Đà Nẵng","1,5 triệu/tháng- 15 m2",cho thuê phòng trọ,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 15 m²,,Tình trạng nội thất: Nội thất đầy đủ
608,"08, Nguyễn Trung Trực, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng","1,7 triệu/tháng- 105 m2",Nhà mặt tiền khu phố sạch sẽ,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 105 m²,Số tiền cọc: 3.400.000 đ,Tình trạng nội thất: Nhà trống
609,"Đường Hoàng Dư Khương, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng","1,3 triệu/tháng- 25 m2","Phòng trọ Quận Cẩm Lệ 25m², thoáng mát có gác lửn",Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 25 m²,Số tiền cọc: 1.000.000 đ,
610,"55, Đường Lê Nổ, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",2 triệu/tháng- 20 m2,Phòng trọ cho Nữ Thuê,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 20 m²,,
611,"314 Hoang Van Thai, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",400.000 đ/tháng- 125 m2,cho thue hoạt bán xưởng như hình . da lót gạch men,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 125 m²,Số tiền cọc: 20.000.000 đ,Tình trạng nội thất: Nhà trống
612,"Nhơn hòa 7, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng","1,7 triệu/tháng- 25 m2",Mình còn dư 2 phòng trọ gần bến xe,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 25 m²,Số tiền cọc: 1.700.000 đ,
613,"Mộc Bài 4, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng","1,5 triệu/tháng- 15 m2",phòng trọ sinh viên. gia đình,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 15 m²,Số tiền cọc: 1.500.000 đ,Tình trạng nội thất: Nhà trống
614,"Nguyễn Thông, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng","1,5 triệu/tháng- 16 m2",Nhà trọ giá,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 16 m²,Số tiền cọc: 1.000.000 đ,
615,"Cẩm Bắc 5, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng","1,5 triệu/tháng- 25 m2",Cho thuê phòng trọ sạch sẽ giá rẻ Cẩm Lệ,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 25 m²,,Tình trạng nội thất: Nhà trống
616,"Huy Can, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng","2,5 triệu/tháng- 30 m2","Cho thue nha trọ 54 Huy Can, Da Nang",Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 30 m²,Số tiền cọc: 1 đ,
617,"Phan Khoang, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng","1,4 triệu/tháng- 15 m2",phòng trọ khu vực cầu ngã 3 huế,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 15 m²,,Tình trạng nội thất: Nhà trống
618,"Kiệt 256 Núi Thành, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng","6,95 tỷ/tháng- 70 m2",Bán dãy phòng trọ cao cấp mới xây đường Núi Thành,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 70 m²,,Tình trạng nội thất: Nội thất đầy đủ
619,"Đường Mẹ Suốt, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng","1,5 triệu/tháng- 30 m2",còn 5 phòng trọ cho thuê,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 30 m²,,
620,"đá mọc 5, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng","1,7 triệu/tháng- 28 m2",phòng trọ hòa minh,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 28 m²,Số tiền cọc: 1.000.000 đ,
621,"173, Nguyễn Công Hoan, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng","1,2 triệu/tháng- 25 m2",Cho thuê phòng trọ.,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 25 m²,,Tình trạng nội thất: Nhà trống
622,"Trần Nhật Duật, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng",2 triệu/tháng- 25 m2,Phòng Trọ đường Trần Nhật Duật,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 25 m²,Số tiền cọc: 1.000.000 đ,
623,"Đường Cao Hồng Lãnh, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",4 triệu/tháng- 120 m2,Nhà nguyên căn 2 mặt tiền,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 120 m²,Số tiền cọc: 4.000.000 đ,Tình trạng nội thất: Nhà trống
624,"núi thành, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng","1,5 triệu/tháng- 17 m2",phòng trọ gần cầu trần thị lý giờ giấc tự quản,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 17 m²,Số tiền cọc: 300.000 đ,Tình trạng nội thất: Nhà trống
625,"42B, Lâm Hoành, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng",3 triệu/tháng- 25 m2,Cho thuê phòng khách sạn,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 25 m²,Số tiền cọc: 3.000.000 đ,Tình trạng nội thất: Nội thất đầy đủ
626,"46, Sử Hy Nhan, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng","1,5 triệu/tháng- 18 m2","Cho thuê phòng trọ gần chợ thanh vinh, gần Kcn",Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 18 m²,Số tiền cọc: 500.000 đ,
627,"Đường Văn Cận, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng","1,5 triệu/tháng- 15 m2",Phòng trọ cho thuê,Tin môi giới đăng 2 tháng trước,Cho thuê,Diện tích: 15 m²,Số tiền cọc: 500.000 đ,Tình trạng nội thất: Nội thất đầy đủ
628,"Âu Cơ, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng","1,2 triệu/tháng- 25 m2",Cho thuê phòng trọ,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 25 m²,,
629,"Phan Thanh, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",2 triệu/tháng- 15 m2,phòng trọ 15m2 có gác lửng. điều hoà. wc riêng,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 15 m²,Số tiền cọc: 1.000.000 đ,Tình trạng nội thất: Nhà trống
630,"Lý Tự Trọng, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng","1,2 triệu/tháng- 18 m2",Cần nữ ở ghép phòng đôi đ. Lý Tự Trọng gần sôg Hàn,Tin môi giới đăng 2 tháng trước,Cho thuê,Diện tích: 18 m²,Số tiền cọc: 500.000 đ,Tình trạng nội thất: Nội thất đầy đủ
631,"Đường Trần Huy Liệu, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng","2,5 triệu/tháng- 25 m2",PHÒNG TRỌ KHUÊ TRUNG GIÁ TỐT,Tin môi giới đăng 2 tháng trước,Cho thuê,Diện tích: 25 m²,Số tiền cọc: 2.500.000 đ,
632,"Đinh Núp, Phường An Khê, Quận Thanh Khê, Đà Nẵng","1,8 triệu/tháng- 30 m2",Cho thuê phòng trọ đường Đinh Núp,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 30 m²,Số tiền cọc: 2.000.000 đ,Tình trạng nội thất: Nhà trống
633,"528/18, Đường Ông Ích Khiêm, Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng","2,5 triệu/tháng- 35 m2",Cần cho thuê phòng trống ngay TTTP,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 35 m²,Số tiền cọc: 2.500.000 đ,
634,"73/15 mẹ suốt, K73/15 Mẹ Suốt, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng","2,2 triệu/tháng- 24 m2",Cho thuê phòng trọ gần trường ĐH Sư Phạm,Tin môi giới đăng 2 tháng trước,Cho thuê,Diện tích: 24 m²,,
635,"Đỗ Thúc Tịnh, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng","2,5 triệu/tháng- 25 m2",Cho thuê Phòng trọ,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 25 m²,,
636,"48, Đà Sơn, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng","1,6 triệu/tháng- 32 m2","Phòng trọ cho thuê, Hoà Khánh Nam, Liên Chiểu",Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 32 m²,Số tiền cọc: 1.600.000 đ,
637,"Đường Nguyễn Tri Phương, Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng",3 triệu/tháng- 25 m2,Phòng trọ tiện nghi tại trung tâm Đà nẵng,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 25 m²,Số tiền cọc: 3.000.000 đ,
638,"K454/38/20, Nguyễn Tri Phương, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng",2 triệu/tháng- 15 m2,Cho thuê phòng,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 15 m²,,
639,"K 242/32, Tô HIỆU, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng","1,4 triệu/tháng- 18 m2",Cho thuê phòng trọ,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 18 m²,Số tiền cọc: 1.000.000 đ,Tình trạng nội thất: Nhà trống
640,"56/27 Trần Phước Thành, Quận Cẩm Lệ, Đà nẵng, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng","1,2 triệu/tháng- 25 m2","CHO THUÊ PHÒNG TRỌ 25M2 TRẦN PHƯỚC THÀNH, CẨM LỆ",Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 25 m²,,
641,"99, Thanh Tịnh, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng","2,6 triệu/tháng- 35 m2",Phòng trọ mới,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 35 m²,Số tiền cọc: 1.000.000 đ,
642,"Đường Huỳnh Ngọc Đủ, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng","1,3 triệu/tháng- 14 m2","PHÒNG TRỌ GẦN KIẾN TRÚC , ĐÔNG Á …",Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 14 m²,Số tiền cọc: 1.300.000 đ,
643,"520 Mẹ Thứ, Mẹ Thứ, Xã Hòa Châu, Huyện Hòa Vang, Đà Nẵng","1,8 triệu/tháng- 24 m2",Còn phòng đẹp,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 24 m²,Số tiền cọc: 1 đ,Tình trạng nội thất: Nhà trống
644,"456 Dũng sỹ Thanh Khê, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng","1,5 triệu/tháng- 20 m2","Cho thuê trọ đầy đủ tiện nghi 1,5 -3 triệu/Tháng",Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 20 m²,Số tiền cọc: 1.000.000 đ,
645,"Đường Trường Sơn, Xã Hòa Nhơn, Huyện Hòa Vang, Đà Nẵng","4,3 tỷ/tháng- 245 m2",chính chủ cần bán,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 245 m²,Số tiền cọc: 100.000.000 đ,
646,"152/40A, Phan Thanh, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng","1,7 triệu/tháng- 20 m2",Phòng Trọ đường Phan Thanh giá cực rẻ,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 20 m²,Số tiền cọc: 1.700.000 đ,Tình trạng nội thất: Nhà trống
647,"Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng","1,9 triệu/tháng- 20 m2",Cho thuê phòng vip,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 20 m²,Số tiền cọc: 5.000 đ,Tình trạng nội thất: Nội thất đầy đủ
648,"16, Trường Chinh, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng","1,2 triệu/tháng- 9 m2",CO THUÊ NHÀ (PHÒNG) TRỌ ĐÀ NẴNG - NGÃ BA HUẾ,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 9 m²,Số tiền cọc: 1.200.000 đ,
649,"Đường Đống Đa, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng","2,5 triệu/tháng- 18 m2",Phong cho thue tai 218/5 đong đa đanang,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 18 m²,,Tình trạng nội thất: Nội thất đầy đủ
650,"Đà Sơn, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng","1,8 triệu/tháng- 15 m2",Phòng trọ máy lạnh giá sinh viên,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 15 m²,Số tiền cọc: 500.000 đ,Tình trạng nội thất: Nội thất đầy đủ
651,"Khánh An 9, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng","1,5 triệu/tháng- 25 m2",Cho thuê tro.sát khu công nghiệp hòa khánh,Tin môi giới đăng 2 tháng trước,Cho thuê,Diện tích: 25 m²,Số tiền cọc: 1.500.000 đ,Tình trạng nội thất: Nội thất đầy đủ
652,"Nam Ky Khởi Nghĩa, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng","1,6 triệu/tháng- 20 m2",nhà trọ gần các trường đại học và fpt,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 20 m²,Số tiền cọc: 500.000 đ,Tình trạng nội thất: Nhà trống
653,"46, Phần Lăng 7, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng",2 triệu/tháng- 25 m2,cho thuê phòng trọ mới xây xong,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 25 m²,,Tình trạng nội thất: Nhà trống
654,"Thanh Vịnh, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",3 triệu/tháng- 208 m2,dãy trọ 4 phòng nhà mat tiền giá 3 ty 2,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 208 m²,Số tiền cọc: 100.000 đ,
655,"523, Cmt8, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng",900.000 đ/tháng- 12 m2,"Cho Thuê Phòng Trọ, cmt8,giá 900k",Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 12 m²,Số tiền cọc: 500 đ,
656,"240/1B, Núi Thành, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng","5,5 triệu/tháng- 50 m2","Cho Thuê Nhà Nguyên Căn, Đầy đủ nội thất",Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 50 m²,,Tình trạng nội thất: Nội thất đầy đủ
657,"Thi Sách, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng","1,5 triệu/tháng- 20 m2",Phòng trọ 20m2 tính cả gác lửng gần sân bay,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 20 m²,Số tiền cọc: 1.500.000 đ,
658,"Đường Huỳnh Lý, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng","2,8 triệu/tháng- 25 m2","Phòng đầy đủ tiện nghi, ban công thoáng mát",Tin môi giới đăng 2 tháng trước,Cho thuê,Diện tích: 25 m²,,
659,"Đường Âu Cơ, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng","1,2 triệu/tháng- 27 m2",Thuê phòng trọ Hoà Khánh- Âu Cơ,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 27 m²,Số tiền cọc: 1.500.000 đ,Tình trạng nội thất: Nhà trống
660,"Bầu Làng, Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng","1,5 triệu/tháng- 20 m2",cho thuê phòng,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 20 m²,Số tiền cọc: 100.000 đ,
661,"Nguyễn Quang Lâm, Xã Hòa Phước, Huyện Hòa Vang, Đà Nẵng","1,2 triệu/tháng- 26 m2",Phòng trọ gần chợ Miếu Bông sạch sẽ. thoáng mát,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 26 m²,,
662,"Hoàng Văn Thái, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng","1,3 triệu/tháng- 15 m2",Phòng trọ có gác lửng Hoàng Văn Thái,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 15 m²,Số tiền cọc: 1.300.000 đ,Tình trạng nội thất: Nhà trống
