,Location,Price,Name,area,Feature2,Feature3,Feature4,Feature5,Feature6,Feature10
695,"Địa chỉ: Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",2 triệu,"cho thuê phòng trọ mới xây 2 mặt tiền, đường 10m5, sau lưng bệnh viện ung bướu, gần trường học",20m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 2, 22:15 11/02/2019","Ngày hết hạn: Thứ 7, 22:15 16/02/2019",
696,"Địa chỉ: Đường Thành Vinh 12, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",1.5 triệu,Dãy trọ mới xây 2 tầng gần KCN Hòa Khánh,20m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 2, 10:57 11/02/2019","Ngày hết hạn: Thứ 7, 10:57 16/02/2019",
697,"Địa chỉ: 35 Đường Tạ Hiện, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",3.5 triệu,CHO THUÊ PHÒNG TRỌ CAO CẤP - ĐẦY ĐỦ TIỆN NGHI - 25M² - GIÁ 3.5 TRIỆU/THÁNG,25m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 2, 21:43 28/01/2019","Ngày hết hạn: Thứ 7, 21:43 02/02/2019",
698,"Địa chỉ: Đường Hồ Sỹ Dương, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng",2.2 triệu,"Cho thuê phòng trọ tại Cẩm Lệ, Đà Nẵng",25m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 2, 15:13 21/01/2019","Ngày hết hạn: Thứ 7, 15:13 26/01/2019",
699,"Địa chỉ: Đường Trần Hoành, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",2.5 triệu,Cho thuê phòng trọ khu vực Khuê Mỹ,24m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 7, 13:46 19/01/2019","Ngày hết hạn: Thứ 3, 13:46 22/01/2019",
700,"Địa chỉ: Đường Trần Nhân Tông, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",2 đ,"Cần cho thuê phòng trọ gần cầu Sông Hàn - đường Trần Nhân Tông, Sơn Trà",20m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 7, 04:16 19/01/2019","Ngày hết hạn: Thứ 3, 04:16 22/01/2019",
701,"Địa chỉ: 67 Lương Định Của, Quận Cẩm Lệ, Đà Nẵng",1.6 triệu,Phòng trọ chất lượng tại Đà Nẵng,16m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 2, 09:01 14/01/2019","Ngày hết hạn: Thứ 5, 09:01 17/01/2019",
702,"Địa chỉ: Đường Trần Cao Vân, Quận Thanh Khê, Đà Nẵng",1.2 triệu,"Cho thuê phòng trọ tại K404/H20/05 Trần Cao Vân, Liên Hệ : 0905.329.321",20m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 7, 11:37 12/01/2019","Ngày hết hạn: Thứ 4, 11:37 16/01/2019",
703,"Địa chỉ: Đường Trần Cao Vân, Quận Thanh Khê, Đà Nẵng",1.2 triệu,Cho thuê phòng trọ tại K404/H20/05 Trần Cao Vân,20m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 7, 11:31 12/01/2019","Ngày hết hạn: Thứ 3, 11:31 15/01/2019",
704,"Địa chỉ: Đường Ngô Gia Tự, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng",2.5 triệu,Cho Nữ Thuê Phòng Đẹp 20m2 Giá Rẻ Trung Tâm Đà Nẵng,20m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Nữ,Gói tin: Tin thường,"Ngày đăng: Thứ 7, 20:55 05/01/2019","Ngày hết hạn: Thứ 5, 20:55 10/01/2019",
705,"Địa chỉ: Đường Trần Cao Vân, Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",2.4 triệu,"Cho thuê căn hộ mini 1PN và 2PN xinh xắn đường Trần Cao Vân giá 2tr4, trung tâm thành phố",25m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 7, 17:24 05/01/2019","Ngày hết hạn: Thứ 5, 17:24 10/01/2019",
706,"Địa chỉ: 172/19 Đường Trần Cao Vân, Phường Tam Thuận, Quận Thanh Khê, Đà Nẵng",4.2 triệu,Phòng trọ mới xây Đẹp như KS 5 sao,37m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 7, 00:11 05/01/2019","Ngày hết hạn: Thứ 5, 00:11 10/01/2019",
707,"Địa chỉ: 302 BÙi Tấn Diên, Khu đô thị Phước Lý, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",1.5 triệu,"Cho thuê phòng trọ mới, thuận tiện giá rẻ tại Đà Nẵng",15m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 4, 17:06 02/01/2019","Ngày hết hạn: Thứ 2, 17:06 07/01/2019",
708,"Địa chỉ: Đường Nguyễn Công Trứ, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",1.7 triệu,"Homestay Sala cho thuê trọ ở ghép lâu dà 149 Nguyễn Công Trứ, quận Sơn Trà",125m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 7, 15:42 29/12/2018","Ngày hết hạn: Thứ 5, 15:42 03/01/2019",
709,"Địa chỉ: Đường Nguyễn Xiển, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng",7 triệu,"Cho thuê phòng, Sơn Thủy Đông 1, Ngũ Hành Sơn có thang máy, mới 100%",40m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 4, 20:01 19/12/2018","Ngày hết hạn: Thứ 2, 20:01 24/12/2018",
710,"Địa chỉ: Đường Điện Biên Phủ, Phường An Khê, Quận Thanh Khê, Đà Nẵng",2.2 triệu,PHÒNG TRỌ ĐẦY ĐỦ TIỆN NGHI – NGAY TTTP ĐÀ NẴNG,20m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 3, 15:18 18/12/2018","Ngày hết hạn: Chủ Nhật, 15:18 23/12/2018",
711,"Địa chỉ: Đường Huỳnh Ngọc Huệ, Phường An Khê, Quận Thanh Khê, Đà Nẵng",3.5 triệu,CẦN CHO THUÊ PHÒNG ĐẸP TTTP,25m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 2, 12:42 17/12/2018","Ngày hết hạn: Thứ 7, 12:42 22/12/2018",
712,"Địa chỉ: Đường Thanh Vinh, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",1.4 triệu,Cho thuê phòng trọ gần khu Công Nghiệp Hòa Khánh,17m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Nữ,Gói tin: Tin thường,"Ngày đăng: Thứ 5, 09:58 13/12/2018","Ngày hết hạn: Thứ 3, 09:58 18/12/2018",
713,"Địa chỉ: Đường Nguyễn Xuân Hữu, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng",3 triệu,"Phòng trọ 30m2 đường Nguyễn Xuân Hữu, Cẩm Lệ",30m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 6, 16:42 07/12/2018","Ngày hết hạn: Thứ 4, 16:42 12/12/2018",
714,"Địa chỉ: Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng",2 triệu,"Cho thuê phòng trọ ở Hòa Hải, Ngũ Hành Sơn, 25m2 (có gác lửng) giá từ 1,5 tr -2tr/thg",25m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 5, 17:21 06/12/2018","Ngày hết hạn: Thứ 3, 17:21 11/12/2018",
715,"Địa chỉ: 41 Đường Cao Sơn Pháo, Quận Cẩm Lệ, Đà Nẵng",1.8 triệu,Cần nhượng lại trọ kv bến xe,18m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 2, 18:07 03/12/2018","Ngày hết hạn: Thứ 7, 18:07 08/12/2018",
716,"Địa chỉ: 41 Đường Bãi Sậy, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",2.8 triệu,"Nhà trọ hiện đại trung tâm ĐH Ngoại ngữ, Kiến Trúc, Đông Á",18m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Nữ,Gói tin: Tin thường,"Ngày đăng: Chủ Nhật, 23:42 02/12/2018","Ngày hết hạn: Thứ 6, 23:42 07/12/2018",
717,"Địa chỉ: Đường Núi Thành, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",2.5 triệu,"CHO THUÊ PHÒNG TRỌ 15M2, NÚI THÀNH, HẢI CHÂU, ĐÀ NẴNG",15m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 5, 20:00 29/11/2018","Ngày hết hạn: Chủ Nhật, 20:00 02/12/2018",
718,"Địa chỉ: Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",2 triệu,"Cho thuê phòng đường Nguyễn Sắc Kim, Hòa Xuân, đối diện trường Chú ếch con, Võ Chí Công",20m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Nữ,Gói tin: Tin thường,"Ngày đăng: Chủ Nhật, 12:30 25/11/2018","Ngày hết hạn: Thứ 4, 12:30 28/11/2018",
719,"Địa chỉ: Phố Mạc Thị Bưởi, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",2.5 triệu,"phòng trọ gần Đại học Kiến trúc, Đông Á Đà Nẵng",20m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 2, 16:18 19/11/2018","Ngày hết hạn: Thứ 5, 16:18 22/11/2018",
720,"Địa chỉ: Đường Hoàng Thúc Trâm, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",3 triệu,Căn hộ cao cấp 107 Hoàng Thúc Trâm gần trung tâm TP Đà Nẵng,16m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 2, 14:54 19/11/2018","Ngày hết hạn: Thứ 5, 14:54 22/11/2018",
721,"Địa chỉ: Đường Dương Thưởng, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",4 triệu,"Cho thuê phòng trọ mới xây full nội thất Hòa Cường Bắc, quận Hải Châu",25m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Chủ Nhật, 23:28 18/11/2018","Ngày hết hạn: Thứ 4, 23:28 21/11/2018",
722,"Địa chỉ: 664 Đường Trưng Nữ Vương, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng",1 triệu,Cho thuê phòng trọ trong nhà đường Trưng Nữ Vương,100m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 5, 15:20 15/11/2018","Ngày hết hạn: Thứ 3, 15:20 20/11/2018",
723,"Địa chỉ: 585 Đường Lê Văn Hiến, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng",2.5 triệu,"Phòng trọ gác lửng 585 Lê Văn Hiến, giờ giấc tự do",15m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 3, 12:38 13/11/2018","Ngày hết hạn: Chủ Nhật, 12:38 18/11/2018",
724,"Địa chỉ: Đường Hồ Xuân Hương, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",2.6 triệu,Cho thuê phòng trọ cao cấp mới xây tại đường Khuê Mỹ 7 gần Đường Hồ Xuân Hương,26m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Chủ Nhật, 14:31 11/11/2018","Ngày hết hạn: Thứ 6, 14:31 16/11/2018",
725,"Địa chỉ: 642 Ngô Quyền, Quận Sơn Trà, Đà Nẵng",3.9 triệu,"PHÒNG Ở DÀI HẠN KV AN HẢI BẮC, GẦN ĐH FPT, KCN AN ĐỒN",25m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 6, 15:46 09/11/2018","Ngày hết hạn: Thứ 2, 15:46 12/11/2018",
726,"Địa chỉ: Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng",3.95 triệu,Phòng tiện nghi- có gác lửng- gần chợ Mai,40m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 2, 10:21 05/11/2018","Ngày hết hạn: Thứ 5, 10:21 08/11/2018",
727,"Địa chỉ: Đường 5, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",1.5 triệu,Cho thuê nhà đường Mê Linh (đường số 5 cũ),30m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Chủ Nhật, 11:09 28/10/2018","Ngày hết hạn: Thứ 6, 11:09 02/11/2018",
728,"Địa chỉ: 16 Đường Dương Văn An, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng",3 triệu,Phòng trọ đẹp mới 16 Dương Văn An,20m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 6, 09:54 26/10/2018","Ngày hết hạn: Thứ 2, 09:54 29/10/2018",
729,"Địa chỉ: K16/19 Đường Ngô Gia Tự, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng",2.5 triệu,Phòng trọ đẹp mới xây cho nữ thuê giá tốt,22m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Nữ,Gói tin: Tin thường,"Ngày đăng: Thứ 4, 14:10 24/10/2018","Ngày hết hạn: Thứ 2, 14:10 29/10/2018",
730,"Địa chỉ: 231 Đường Lê Thanh Nghị, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",2.5 triệu,"Phòng trọ Hải Châu 25m2, gần các Trường Đại Học",25m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 4, 11:00 24/10/2018","Ngày hết hạn: Thứ 2, 11:00 29/10/2018",
731,"Địa chỉ: Đường Hồ Quý Ly, Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng",1.8 triệu,Cho thuê phòng trọ đầy đủ tiện nghi gần CĐ Thương Mại,22m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 4, 16:23 17/10/2018","Ngày hết hạn: Thứ 7, 16:23 20/10/2018",
732,"Địa chỉ: Đường Nại Hiên Đông 11, Phường Nại Hiên Đông , Quận Sơn Trà, Đà Nẵng",3.4 triệu,Nhà trọ 5 tầng với nhiều phòng cho thuê,50m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Chủ Nhật, 14:15 14/10/2018","Ngày hết hạn: Thứ 4, 14:15 17/10/2018",
733,"Địa chỉ: K16/19 Đường Ngô Gia Tự, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng",2.5 triệu,Cho nữ thuê phòng trọ đẹp giá tốt ở trung tâm Đà Nẵng,20m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Nữ,Gói tin: Tin thường,"Ngày đăng: Thứ 6, 10:57 12/10/2018","Ngày hết hạn: Thứ 4, 10:57 17/10/2018",
734,"Địa chỉ: 106 Đường Trường Sơn, Phường Hòa Thọ Tây, Quận Cẩm Lệ, Đà Nẵng",2 triệu,"Phòng nghỉ cho thuê trọ gần khu công nghiệp Hòa Cầm, Cẩm Lệ, Đà Nẵng",25m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 5, 15:59 11/10/2018","Ngày hết hạn: Chủ Nhật, 15:59 14/10/2018",
735,"Địa chỉ: Đường An Cư 6, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",2400 triệu,Cho thuê phòng giá cả hợp lý 2tr4 tháng bao gồm tiền điện nước,20m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 2, 09:46 08/10/2018","Ngày hết hạn: Thứ 5, 09:46 11/10/2018",
736,"Địa chỉ: 294/26 Đường Điện Biên Phủ, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng",4.2 triệu,Cho thuê tầng 3 trong nhà trọ 3 tầng kiệt 294/26 Điện Biên Phủ,70m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 6, 10:34 28/09/2018","Ngày hết hạn: Thứ 2, 10:34 01/10/2018",
737,"Địa chỉ: Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng",2.5 triệu,"Phòng trọ cho người đi làm, chỉ việc dọn vào ở, đã đầy đủ tiện nghi-0917875659",32m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 6, 21:59 21/09/2018","Ngày hết hạn: Thứ 4, 21:59 26/09/2018",
738,"Địa chỉ: Kiệt 1, Đường Hoàng Văn Thái, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",2 triệu,Phòng Trọ Trong Nhà Nguyên Căn mới xây dựng,40m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 5, 08:46 20/09/2018","Ngày hết hạn: Chủ Nhật, 08:46 23/09/2018",
739,"Địa chỉ: 10 Đường Ngô Xuân Thu, Phường Hòa Hiệp Bắc, Quận Liên Chiểu, Đà Nẵng",600.000 đ,Cho thuê phòng trọ đường Ngô Xuân Thu (phía bắc cầu Nam Ô),16m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Nữ,Gói tin: Tin thường,"Ngày đăng: Thứ 3, 08:36 18/09/2018","Ngày hết hạn: Thứ 6, 08:36 21/09/2018",
740,"Địa chỉ: Đường Núi Thành, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",2.7 triệu,Cho thuê phòng mới tại đường Núi Thành,17m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 6, 11:17 07/09/2018","Ngày hết hạn: Thứ 4, 11:17 12/09/2018",
741,"Địa chỉ: Số 01 Đường Vũ Đình Long, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng",4.5 triệu,Khách sạn Sea Hải Yến cho thuê phòng lưu trú,20m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 6, 09:34 07/09/2018","Ngày hết hạn: Thứ 4, 09:34 12/09/2018",
742,"Địa chỉ: Đường Phạm Hùng, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",2.3 triệu,Phòng nhà nghỉ cho thuê trọ dài hạn,15m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 6, 15:16 31/08/2018","Ngày hết hạn: Thứ 2, 15:16 03/09/2018",
743,"Địa chỉ: 119 Đường Phạm Hùng, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",2.7 triệu,CHO THUÊ PHÒNG TRỌ ĐẦY ĐỦ TIỆN NGHI-119 PHẠM HÙNG,25m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 4, 19:41 29/08/2018","Ngày hết hạn: Thứ 2, 19:41 03/09/2018",
744,"Địa chỉ: Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng",2 triệu,Mình muốn tìm phòng trọ ở quận Hải Châu. Mình tới Đà Nẵng học nên lạ nước lạ cái. Cảm ơn ạ ☘️,15m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 3, 21:33 21/08/2018","Ngày hết hạn: Chủ Nhật, 21:33 26/08/2018",
745,"Địa chỉ: Đường Hoàng Diệu, Phường Bình Thuận, Quận Hải Châu, Đà Nẵng",2.2 triệu,Cho thuê phòng trọ tại kiệt 408/h47 Hoàng Diệu,20m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 3, 14:50 14/08/2018","Ngày hết hạn: Thứ 6, 14:50 17/08/2018",
746,"Địa chỉ: Phố Nguyễn Xí, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",3 triệu,"CHO THUÊ PHÒNG TRỌ QUẬN LIÊN CHIỂU, ĐÀ NẴNG, GIÁ BAO GỒM ĐIỆN NƯỚC",25m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Nữ,Gói tin: Tin thường,"Ngày đăng: Thứ 2, 21:25 13/08/2018","Ngày hết hạn: Thứ 7, 21:25 18/08/2018",
747,"Địa chỉ: Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",2 triệu,Kiếm trọ cho 3 người. Giá 2tr5 ok ạ,20m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 6, 09:37 10/08/2018","Ngày hết hạn: Thứ 2, 09:37 13/08/2018",
748,"Địa chỉ: Đường Ngô Xuân Thu, Phường Hòa Hiệp Bắc, Quận Liên Chiểu, Đà Nẵng",600.000 đ,Cho thuê phòng trọ đường Ngô Xuân Thu,18m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 6, 06:04 10/08/2018","Ngày hết hạn: Thứ 2, 06:04 13/08/2018",
749,"Địa chỉ: Quận Sơn Trà, Đà Nẵng",2.5 triệu,Phòng trọ cho thuê có máy lạnh đầy đủ tiện nghi (chỉ việc vào ở),20m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 5, 14:06 02/08/2018","Ngày hết hạn: Chủ Nhật, 14:06 05/08/2018",
750,"Địa chỉ: Quận Hải Châu, Đà Nẵng",2.5 triệu,Em cần kiếm phòng trọ hoặc nhà ở 3 người,25m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 7, 13:44 28/07/2018","Ngày hết hạn: Thứ 5, 13:44 02/08/2018",
751,"Địa chỉ: 19 Đường Hàn Thuyên, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",2.4 triệu,CHO THUÊ PHÒNG TRỌ KHU VỰC GẦN TRUNG TÂM,20m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 5, 20:42 19/07/2018","Ngày hết hạn: Thứ 5, 20:42 26/07/2018",
752,"Địa chỉ: Đường Hoàng Văn Thái, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",1.7 triệu,Cho thuê liền 4 phòng trọ máy lạnh giá từ 1tr7 - Phòng trọ nhà biệt thự cấp 3 gần ĐH Duy Tân - Quận Liên Chiểu,16m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 5, 16:22 19/07/2018","Ngày hết hạn: Thứ 3, 16:22 24/07/2018",
753,"Địa chỉ: 53B Đường Nguyễn Chí Thanh, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng",4 triệu,Cho thuê phòng ngay trung tâm thành phố Đà Nẵng,20m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 5, 15:02 19/07/2018","Ngày hết hạn: Thứ 3, 15:02 24/07/2018",
754,"Địa chỉ: 119 Đường Phạm Hùng, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",2.2 triệu,PHÒNG TRỌ ĐẦY ĐỦ TIỆN NGHI-119 PHẠM HÙNG,20m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 4, 21:52 18/07/2018","Ngày hết hạn: Thứ 7, 21:52 21/07/2018",
755,"Địa chỉ: Quận Hải Châu, Đà Nẵng",1 triệu,"Cần thuê phòng trọ tại Hải Châu, Đà Nẵng có wc riêng 2 người ở",20m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 6, 14:57 06/07/2018","Ngày hết hạn: Thứ 2, 14:56 09/07/2018",
756,"Địa chỉ: 56 Đặng Nguyên Cẩn, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",1.5 triệu,Còn 3 phòng trọ chung chủ cần cho thuê,25m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 7, 20:37 02/06/2018","Ngày hết hạn: Thứ 5, 20:37 07/06/2018",
757,"Địa chỉ: Đường Lê Độ, K45/H10, Phường Tam Thuận, Quận Thanh Khê, Đà Nẵng",2.5 triệu,Cho thuê phòng trọ tháng mát độc lập trung tâm thành phố,30m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 3, 20:27 29/05/2018","Ngày hết hạn: Thứ 6, 20:27 01/06/2018",
